"","pizza_name","month_01","month_02","month_03","month_04","month_05","month_06","month_07","month_08","month_09","month_10","month_11","month_12","meat_sliced_ham","meat_pepperoni","meat_bacon","meat_calabrese_salami","meat_barbecued_chicken","meat_italian_sausage","meat_chorizo_sausage","meat_prosciutto","meat_慛duja_salami","meat_pancetta","meat_chicken","meat_beef_chuck_roast","meat_capocollo","meat_genoa_salami","meat_prosciutto_di_san_daniele","meat_coarse_sicilian_salami","meat_luganega_sausage","meat_soppressata_salami","total_sales","ingredeint_count","meat_count","alt_cheese_count","alt_sauce_count","veggie_count","is_vegetarian","alt_cheese","alt_sauce","month","meat_count2"
"54","The Chicken Alfredo Pizza",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1272.25,6,1,1,1,3,FALSE,TRUE,TRUE,12,1
"55","The Chicken Pesto Pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1337.75,6,1,0,1,4,FALSE,FALSE,TRUE,1,1
"56","The Chicken Pesto Pizza",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,1340.75,6,1,0,1,4,FALSE,FALSE,TRUE,3,1
"57","The Chicken Pesto Pizza",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,1550.75,6,1,0,1,4,FALSE,FALSE,TRUE,4,1
"58","The Chicken Pesto Pizza",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,1379.25,6,1,0,1,4,FALSE,FALSE,TRUE,5,1
"59","The Chicken Pesto Pizza",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1339.25,6,1,0,1,4,FALSE,FALSE,TRUE,6,1
"60","The Chicken Pesto Pizza",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,1427.75,6,1,0,1,4,FALSE,FALSE,TRUE,7,1
"61","The Chicken Pesto Pizza",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,1380.75,6,1,0,1,4,FALSE,FALSE,TRUE,8,1
"62","The Chicken Pesto Pizza",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,1254,6,1,0,1,4,FALSE,FALSE,TRUE,10,1
"63","The Chicken Pesto Pizza",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,1401.5,6,1,0,1,4,FALSE,FALSE,TRUE,11,1
"64","The Chicken Pesto Pizza",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,1373.5,6,1,0,1,4,FALSE,FALSE,TRUE,12,1
"65","The Classic Deluxe Pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941.5,5,2,0,0,3,FALSE,FALSE,FALSE,1,4
"66","The Classic Deluxe Pizza",0,1,0,0,0,0,0,0,0,0,0,0,0,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705,5,2,0,0,3,FALSE,FALSE,FALSE,2,4
"67","The Classic Deluxe Pizza",0,0,1,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168,5,2,0,0,3,FALSE,FALSE,FALSE,3,4
"68","The Classic Deluxe Pizza",0,0,0,1,0,0,0,0,0,0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342.5,5,2,0,0,3,FALSE,FALSE,FALSE,4,4
"69","The Classic Deluxe Pizza",0,0,0,0,1,0,0,0,0,0,0,0,0,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444,5,2,0,0,3,FALSE,FALSE,FALSE,5,4
"70","The Classic Deluxe Pizza",0,0,0,0,0,1,0,0,0,0,0,0,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,5,2,0,0,3,FALSE,FALSE,FALSE,6,4
"71","The Classic Deluxe Pizza",0,0,0,0,0,0,1,0,0,0,0,0,0,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554.5,5,2,0,0,3,FALSE,FALSE,FALSE,7,4
"72","The Classic Deluxe Pizza",0,0,0,0,0,0,0,1,0,0,0,0,0,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187,5,2,0,0,3,FALSE,FALSE,FALSE,8,4
"73","The Classic Deluxe Pizza",0,0,0,0,0,0,0,0,1,0,0,0,0,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257.5,5,2,0,0,3,FALSE,FALSE,FALSE,9,4
"74","The Classic Deluxe Pizza",0,0,0,0,0,0,0,0,0,1,0,0,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075.5,5,2,0,0,3,FALSE,FALSE,FALSE,10,4
"75","The Classic Deluxe Pizza",0,0,0,0,0,0,0,0,0,0,1,0,0,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3379.5,5,2,0,0,3,FALSE,FALSE,FALSE,11,4
"76","The Classic Deluxe Pizza",0,0,0,0,0,0,0,0,0,0,0,1,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096.5,5,2,0,0,3,FALSE,FALSE,FALSE,12,4
"77","The Five Cheese Pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553,6,0,4,0,1,TRUE,TRUE,FALSE,1,0
"78","The Five Cheese Pizza",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090.5,6,0,4,0,1,TRUE,TRUE,FALSE,2,0
"79","The Five Cheese Pizza",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312.5,6,0,4,0,1,TRUE,TRUE,FALSE,3,0
"80","The Five Cheese Pizza",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,6,0,4,0,1,TRUE,TRUE,FALSE,5,0
"81","The Five Cheese Pizza",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,6,0,4,0,1,TRUE,TRUE,FALSE,6,0
"82","The Five Cheese Pizza",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571.5,6,0,4,0,1,TRUE,TRUE,FALSE,7,0
"83","The Five Cheese Pizza",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090.5,6,0,4,0,1,TRUE,TRUE,FALSE,8,0
"84","The Five Cheese Pizza",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127.5,6,0,4,0,1,TRUE,TRUE,FALSE,9,0
"85","The Five Cheese Pizza",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090.5,6,0,4,0,1,TRUE,TRUE,FALSE,10,0
"86","The Five Cheese Pizza",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.5,6,0,4,0,1,TRUE,TRUE,FALSE,11,0
"87","The Five Cheese Pizza",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646.5,6,0,4,0,1,TRUE,TRUE,FALSE,12,0
"88","The Four Cheese Pizza",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734.4,5,0,3,0,1,TRUE,TRUE,FALSE,2,0
"89","The Four Cheese Pizza",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3052.5,5,0,3,0,1,TRUE,TRUE,FALSE,5,0
"90","The Four Cheese Pizza",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515.8,5,0,3,0,1,TRUE,TRUE,FALSE,6,0
"91","The Four Cheese Pizza",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770.3,5,0,3,0,1,TRUE,TRUE,FALSE,7,0
"92","The Four Cheese Pizza",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344.65,5,0,3,0,1,TRUE,TRUE,FALSE,8,0
"93","The Four Cheese Pizza",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481.85,5,0,3,0,1,TRUE,TRUE,FALSE,9,0
"94","The Four Cheese Pizza",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870.35,5,0,3,0,1,TRUE,TRUE,FALSE,10,0
"95","The Four Cheese Pizza",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731.2,5,0,3,0,1,TRUE,TRUE,FALSE,12,0
"96","The Greek Pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,2539.4,6,1,1,0,4,FALSE,TRUE,FALSE,1,1
"97","The Greek Pizza",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,2112.35,6,1,1,0,4,FALSE,TRUE,FALSE,2,1
"98","The Greek Pizza",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,2189.85,6,1,1,0,4,FALSE,TRUE,FALSE,3,1
"99","The Greek Pizza",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,3088.3,6,1,1,0,4,FALSE,TRUE,FALSE,4,1
"100","The Greek Pizza",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,2394.9,6,1,1,0,4,FALSE,TRUE,FALSE,6,1
"101","The Greek Pizza",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,2244.4,6,1,1,0,4,FALSE,TRUE,FALSE,8,1
"102","The Greek Pizza",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,2134.35,6,1,1,0,4,FALSE,TRUE,FALSE,9,1
"103","The Greek Pizza",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,2127.9,6,1,1,0,4,FALSE,TRUE,FALSE,10,1
"104","The Greek Pizza",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,2599.85,6,1,1,0,4,FALSE,TRUE,FALSE,11,1
"105","The Greek Pizza",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,2109.45,6,1,1,0,4,FALSE,TRUE,FALSE,12,1
"106","The Green Garden Pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.5,5,0,1,0,4,TRUE,TRUE,FALSE,1,0
"107","The Green Garden Pizza",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226.5,5,0,1,0,4,TRUE,TRUE,FALSE,2,0
"108","The Green Garden Pizza",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262.75,5,0,1,0,4,TRUE,TRUE,FALSE,3,0
"109","The Green Garden Pizza",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.5,5,0,1,0,4,TRUE,TRUE,FALSE,6,0
"110","The Green Garden Pizza",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426.5,5,0,1,0,4,TRUE,TRUE,FALSE,7,0
"111","The Green Garden Pizza",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,5,0,1,0,4,TRUE,TRUE,FALSE,9,0
"112","The Green Garden Pizza",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181.5,5,0,1,0,4,TRUE,TRUE,FALSE,10,0
"113","The Green Garden Pizza",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.5,5,0,1,0,4,TRUE,TRUE,FALSE,11,0
"114","The Green Garden Pizza",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,5,0,1,0,4,TRUE,TRUE,FALSE,12,0
"115","The Hawaiian Pizza",1,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442.75,3,1,0,0,1,FALSE,FALSE,FALSE,1,1
"116","The Hawaiian Pizza",0,1,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633,3,1,0,0,1,FALSE,FALSE,FALSE,2,1
"117","The Hawaiian Pizza",0,0,0,1,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867.75,3,1,0,0,1,FALSE,FALSE,FALSE,4,1
"118","The Hawaiian Pizza",0,0,0,0,1,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,3,1,0,0,1,FALSE,FALSE,FALSE,5,1
"119","The Hawaiian Pizza",0,0,0,0,0,1,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.75,3,1,0,0,1,FALSE,FALSE,FALSE,6,1
"120","The Hawaiian Pizza",0,0,0,0,0,0,1,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620.25,3,1,0,0,1,FALSE,FALSE,FALSE,7,1
"121","The Hawaiian Pizza",0,0,0,0,0,0,0,1,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678.75,3,1,0,0,1,FALSE,FALSE,FALSE,8,1
"122","The Hawaiian Pizza",0,0,0,0,0,0,0,0,1,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616.25,3,1,0,0,1,FALSE,FALSE,FALSE,9,1
